AFA_Ozone_1 HOUR_Arithmetic Mean,AFA_Ozone_8-HR RUN AVG BEGIN HOUR_Arithmetic Mean,HW24_Wind Speed - Scalar_1 HOUR_Arithmetic Mean,HW24_Wind Direction - Scalar_1 HOUR_Arithmetic Mean,HW24_Carbon monoxide_8-HR RUN AVG END HOUR_Arithmetic Mean,HW24_Carbon monoxide_1 HOUR_Arithmetic Mean,HW24_Wind Direction - Resultant_1 HOUR_Arithmetic Mean,HW24_Wind Speed - Resultant_1 HOUR_Arithmetic Mean,HW24_Sulfur dioxide_1 HOUR_Arithmetic Mean,HW24_Sulfur dioxide_3-HR BLK AVG_Arithmetic Mean,HW24_SO2 max 5-min avg_1 HOUR_Arithmetic Mean,HW24_Relative Humidity_1 HOUR_Arithmetic Mean,HW24_Outdoor Temperature_1 HOUR_Arithmetic Mean,HW24_Std Dev Hz Wind Direction_1 HOUR_Arithmetic Mean,MAN_Ozone_1 HOUR_Arithmetic Mean,MAN_Ozone_8-HR RUN AVG BEGIN HOUR_Arithmetic Mean,Average Mixing Height,Met_Lat,Met_long,Met_elevation,Average daily wind speed,Precipitation,Snowfall,Snow depth,Temperature Average,Direction of fastest 2-minute wind,Direction of fastest 5-second wind,Fastest 2-minute wind speed,Fastest 5-second wind speed,Date
0.038667,0.042882,2.3625,226.541667,0.825,0.77875,225.125,1.795833,2.826087,2.985714,4.095652,52.208333,30.625,41.029167,0.041333,0.042059,382.0,38.80949,-104.68873,1884.2,7.16,0.0,0.0,7.1,24.0,350.0,350.0,16.1,18.1,2016-02-06
0.045375,0.044176,5.3625,139.083333,0.308333,0.23625,138.416667,4.75,2.782609,3.028571,8.686957,55.958333,34.708333,26.825,0.043042,0.040059,,38.80949,-104.68873,1884.2,6.93,0.0,0.0,5.9,33.0,10.0,360.0,21.0,23.0,2016-02-07
0.028583,0.020294,2.670833,207.833333,0.491667,0.581667,210.541667,2.379167,4.626087,4.914286,8.856522,73.916667,29.958333,26.5,0.031542,0.032235,371.0,38.80949,-104.68873,1884.2,4.03,0.0,0.0,5.1,26.0,350.0,240.0,12.1,12.1,2016-02-08
0.026417,0.032824,2.75,254.625,0.754167,0.751667,253.125,2.441667,4.021739,4.342857,7.465217,59.458333,34.583333,28.891667,0.04025,0.041882,208.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,3.9,31.0,20.0,10.0,12.1,13.0,2016-02-09
0.04213,0.037941,4.7,285.041667,0.595833,0.553913,285.541667,4.095833,1.140909,1.183333,1.822727,28.333333,50.375,34.229167,0.045304,0.042529,,38.80949,-104.68873,1884.2,11.41,0.0,0.0,3.1,45.0,310.0,310.0,21.9,29.1,2016-02-10
0.028875,0.025765,2.745833,238.833333,0.616667,0.67625,240.041667,2.058333,3.056522,3.228571,4.908696,40.625,44.75,43.708333,0.030958,0.027412,,38.80949,-104.68873,1884.2,6.71,0.0,0.0,1.2,44.0,40.0,30.0,23.9,25.9,2016-02-11
0.020042,0.018824,2.820833,252.791667,0.733333,0.760833,251.166667,2.445833,4.391304,4.7,9.078261,58.125,42.625,33.820833,0.026875,0.025,,38.80949,-104.68873,1884.2,5.82,0.0,0.0,0.0,42.0,110.0,110.0,14.1,15.0,2016-02-12
0.029,0.041647,5.654167,234.916667,0.5875,0.4575,244.5,4.370833,2.008696,2.042857,5.308696,44.0,48.25,46.5375,0.034667,0.041882,288.5,38.80949,-104.68873,1884.2,10.74,0.0,0.0,0.0,44.0,280.0,290.0,36.0,49.0,2016-02-13
0.033625,0.035824,3.816667,244.416667,0.308333,0.3125,229.416667,2.758333,3.526087,3.8,9.230435,50.666667,39.833333,43.5875,0.033667,0.035824,1297.0,38.80949,-104.68873,1884.2,8.95,0.0,0.0,0.0,41.0,50.0,50.0,28.0,32.0,2016-02-14
0.039625,0.037882,9.116667,251.875,0.258333,0.244167,252.208333,8.0875,1.973913,2.1,4.969565,43.291667,46.375,32.495833,0.037667,0.037,,38.80949,-104.68873,1884.2,13.42,0.0,0.0,0.0,41.0,290.0,290.0,30.0,38.0,2016-02-15
0.026375,0.022235,4.629167,227.125,0.354167,0.442917,225.583333,3.791667,4.404348,4.771429,11.308696,56.958333,41.458333,34.883333,0.0285,0.029765,,38.80949,-104.68873,1884.2,10.74,0.0,0.0,0.0,43.0,40.0,40.0,25.1,30.0,2016-02-16
0.018833,0.024882,3.266667,244.583333,0.625,0.60875,242.583333,2.6875,3.791304,4.042857,9.278261,47.208333,43.541667,41.5375,0.031,0.030412,,38.80949,-104.68873,1884.2,11.41,0.0,0.0,0.0,42.0,170.0,200.0,23.0,30.0,2016-02-17
0.041792,0.047824,8.516667,230.166667,0.3625,0.304167,231.041667,6.504167,2.786957,2.9,10.008696,25.208333,58.375,42.433333,0.040125,0.045588,127.0,38.80949,-104.68873,1884.2,21.03,0.0,0.0,0.0,59.0,200.0,210.0,40.9,53.9,2016-02-18
0.051917,0.048941,4.275,172.916667,0.408333,0.454167,173.833333,3.066667,2.695652,2.914286,8.191304,20.5,51.916667,46.358333,0.047542,0.044471,,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,53.0,260.0,260.0,25.9,31.1,2016-02-19
0.041917,0.037176,4.095833,235.166667,0.520833,0.56,235.583333,3.308333,3.569565,3.728571,10.991304,27.916667,48.666667,43.0875,0.04325,0.042059,,38.80949,-104.68873,1884.2,11.41,0.0,0.0,0.0,52.0,150.0,160.0,25.9,38.0,2016-02-20
0.035583,0.032706,5.829167,213.0,0.420833,0.34125,210.583333,5.358333,13.647826,14.814286,31.13913,52.166667,36.083333,30.5,0.03825,0.036,3320.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,39.0,160.0,180.0,23.0,30.0,2016-02-21
0.030875,0.041765,3.5625,277.583333,0.454167,0.4325,275.791667,3.004167,0.843478,0.857143,1.391304,65.416667,35.0,33.883333,0.037375,0.041176,1492.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,35.0,360.0,10.0,19.9,23.9,2016-02-22
0.036348,0.033353,6.3375,335.708333,0.216667,0.231304,335.25,5.929167,0.063636,0.05,0.227273,55.666667,31.625,20.625,0.041217,0.042235,2128.0,38.80949,-104.68873,1884.2,14.76,0.0,0.0,0.0,33.0,350.0,330.0,28.0,32.0,2016-02-23
0.039417,0.034529,2.691667,227.166667,0.479167,0.500833,227.583333,2.058333,1.282609,1.314286,2.278261,38.125,35.208333,42.358333,0.042792,0.040941,1654.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,0.0,34.0,70.0,70.0,21.9,25.9,2016-02-24
0.023542,0.025059,3.879167,226.791667,0.441667,0.479583,223.416667,3.4625,2.952174,3.157143,9.795652,46.0,31.958333,28.595833,0.033417,0.033353,1337.0,38.80949,-104.68873,1884.2,6.49,0.0,0.0,0.0,31.0,170.0,170.0,17.0,21.0,2016-02-25
0.030083,0.037118,5.05,227.541667,0.5375,0.514583,227.125,4.641667,2.356522,2.514286,5.186957,41.833333,42.333333,23.329167,0.039917,0.042118,1239.0,38.80949,-104.68873,1884.2,7.38,0.0,0.0,0.0,40.0,150.0,170.0,18.1,21.9,2016-02-26
0.047292,0.049824,3.945833,183.5,0.5125,0.4775,196.5,3.15,1.534783,1.628571,3.165217,27.666667,51.875,38.3125,0.047042,0.047706,,38.80949,-104.68873,1884.2,10.07,0.0,0.0,0.0,49.0,310.0,300.0,36.0,48.1,2016-02-27
0.044542,0.042882,8.0,169.75,0.245833,0.24875,171.75,7.3125,4.282609,4.657143,11.104348,23.75,50.333333,23.429167,0.045833,0.043412,,38.80949,-104.68873,1884.2,10.96,0.0,0.0,0.0,52.0,300.0,290.0,42.9,57.0,2016-02-28
0.047917,0.044294,7.820833,311.333333,0.358333,0.35125,310.291667,7.233333,0.578261,0.557143,0.956522,30.708333,47.833333,25.679167,0.045458,0.045,1276.0,38.80949,-104.68873,1884.2,14.09,0.0,0.0,0.0,48.0,280.0,280.0,35.1,44.1,2016-02-29
0.03225,0.033412,5.445833,205.25,0.358333,0.401667,208.541667,4.754167,4.647826,5.014286,13.421739,44.666667,39.666667,33.0875,0.03725,0.036765,,38.80949,-104.68873,1884.2,8.95,0.0,0.0,0.0,42.0,180.0,350.0,23.9,28.0,2016-03-01
0.045458,0.047765,8.182609,285.130435,0.4125,0.368261,296.391304,7.16087,1.164286,1.15,1.857143,29.956522,48.521739,35.030435,0.044542,0.049941,,38.80949,-104.68873,1884.2,15.21,0.0,0.0,0.0,47.0,310.0,310.0,36.0,49.0,2016-03-02
0.033792,0.032118,5.416667,171.791667,0.354167,0.394583,171.083333,4.808333,4.891304,5.314286,10.582609,35.75,44.333333,32.179167,0.039458,0.038824,,38.80949,-104.68873,1884.2,10.74,0.0,0.0,0.0,44.0,360.0,360.0,25.9,30.0,2016-03-03
0.034083,0.031235,3.954167,201.958333,0.445833,0.415,216.208333,3.304167,1.0,1.0,1.813043,31.458333,48.916667,34.775,0.041833,0.038471,593.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,49.0,50.0,240.0,28.0,32.0,2016-03-04
0.025208,0.034176,2.5,274.625,0.454167,0.515,285.416667,1.745833,1.66087,1.742857,2.195652,49.125,44.083333,48.683333,0.032708,0.034353,1439.0,38.80949,-104.68873,1884.2,8.72,0.0,0.0,0.0,45.0,180.0,180.0,17.0,21.9,2016-03-05
0.044167,0.036765,3.895833,246.958333,0.425,0.385,248.541667,2.591667,1.573913,1.657143,4.604348,34.583333,52.666667,48.75,0.041458,0.038412,1205.0,38.80949,-104.68873,1884.2,9.62,0.0,0.0,0.0,54.0,280.0,270.0,28.0,40.0,2016-03-06
0.041125,0.044471,6.083333,239.541667,0.379167,0.375,239.75,5.104167,1.182609,1.171429,2.182609,36.0,46.5,38.866667,0.046208,0.044706,392.0,38.80949,-104.68873,1884.2,13.65,0.0,0.0,0.0,50.0,210.0,200.0,35.1,42.1,2016-03-07
0.03675,0.032412,3.9375,215.791667,0.3375,0.334583,217.541667,3.35,0.726087,0.742857,1.391304,51.25,40.375,30.475,0.037875,0.040412,372.5,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,40.0,10.0,20.0,19.9,23.9,2016-03-08
0.035875,0.040706,3.85,231.708333,0.383333,0.362917,231.75,3.154167,0.908696,0.928571,1.908696,41.0,43.041667,33.625,0.042542,0.045412,1493.0,38.80949,-104.68873,1884.2,8.5,0.0,0.0,0.0,42.0,350.0,340.0,21.0,23.9,2016-03-09
0.032261,0.030529,4.05,220.708333,0.404167,0.455455,219.708333,3.570833,1.165,1.16,1.98,38.041667,43.958333,37.504167,0.041182,0.040824,2621.0,38.80949,-104.68873,1884.2,8.28,0.0,0.0,0.0,44.0,160.0,190.0,18.1,25.1,2016-03-10
0.031773,0.036529,4.3875,201.041667,0.575,0.56625,186.125,3.908333,1.843478,1.957143,2.934783,36.166667,50.541667,31.083333,0.037542,0.036588,1847.0,38.80949,-104.68873,1884.2,8.72,0.0,0.0,0.0,50.0,150.0,140.0,21.9,29.1,2016-03-11
0.037417,0.047529,5.6625,262.166667,0.4125,0.365417,265.166667,5.154167,0.995652,0.971429,1.46087,46.291667,49.208333,26.904167,0.038125,0.042941,2312.0,38.80949,-104.68873,1884.2,11.18,0.0,0.0,0.0,49.0,320.0,320.0,32.0,42.1,2016-03-12
0.044167,0.037,5.125,260.458333,0.241667,0.277917,259.875,4.433333,0.53913,0.542857,0.969565,25.875,55.458333,32.445833,0.043958,0.040941,720.0,38.80949,-104.68873,1884.2,8.05,0.0,0.0,0.0,55.0,300.0,310.0,23.0,30.0,2016-03-13
0.041292,0.049294,6.070833,257.208333,0.416667,0.381667,259.25,5.045833,0.795652,0.771429,1.256522,30.5,51.083333,40.0375,0.043417,0.047765,464.0,38.80949,-104.68873,1884.2,12.08,0.0,0.0,0.0,52.0,270.0,280.0,36.0,42.9,2016-03-14
0.047417,0.045765,7.758333,273.625,0.266667,0.274167,275.416667,6.879167,0.356522,0.328571,0.678261,27.708333,41.333333,28.291667,0.047833,0.045059,601.0,38.80949,-104.68873,1884.2,16.11,0.0,0.0,0.0,44.0,290.0,290.0,38.9,52.1,2016-03-15
0.042667,0.040235,5.045833,217.958333,0.295833,0.30375,223.458333,4.220833,0.56087,0.571429,1.165217,40.958333,38.041667,30.3,0.042542,0.043353,1911.0,38.80949,-104.68873,1884.2,7.61,0.0,0.0,0.0,38.0,320.0,220.0,25.9,35.1,2016-03-16
0.035792,0.043235,4.408333,231.25,0.325,0.303333,260.666667,3.666667,0.86087,0.871429,1.256522,49.666667,35.958333,31.733333,0.038,0.039471,2415.0,38.80949,-104.68873,1884.2,9.84,0.0,0.0,0.0,38.0,30.0,30.0,28.0,31.1,2016-03-17
0.037333,0.034118,4.858333,109.583333,0.25,0.25125,124.458333,4.525,0.195652,0.157143,0.378261,83.541667,25.791667,21.170833,0.034958,0.033588,243.5,38.80949,-104.68873,1884.2,9.17,0.17,2.3,1.2,28.0,40.0,40.0,23.9,28.0,2016-03-18
0.035375,0.033118,3.125,267.666667,0.241667,0.263333,267.041667,2.679167,0.121739,0.114286,0.330435,64.958333,26.125,27.495833,0.037583,0.040882,730.0,38.80949,-104.68873,1884.2,6.04,0.0,0.0,0.0,24.0,40.0,30.0,15.0,19.9,2016-03-19
0.03275,0.037647,3.266667,192.833333,0.320833,0.341667,179.458333,2.8875,0.608696,0.628571,1.004348,48.541667,34.208333,29.783333,0.0445,0.043412,1559.0,38.80949,-104.68873,1884.2,6.04,0.0,0.0,0.0,31.0,170.0,160.0,15.0,19.0,2016-03-20
0.039333,0.041824,4.204167,248.125,0.6,0.586667,249.25,3.3,1.604348,1.7,2.947826,32.416667,51.291667,41.8625,0.041583,0.042824,742.0,38.80949,-104.68873,1884.2,9.17,0.0,0.0,0.0,48.0,270.0,280.0,23.9,30.0,2016-03-21
0.044222,0.050917,6.425,263.166667,0.45,0.404583,261.333333,5.508333,1.278261,1.285714,1.947826,26.958333,53.333333,36.104167,0.04525,0.048059,1962.0,38.80949,-104.68873,1884.2,13.65,0.0,0.0,0.0,58.0,240.0,240.0,40.9,49.0,2016-03-22
0.040174,0.035353,9.625,326.041667,0.204167,0.18625,324.0,8.754167,0.086957,0.042857,0.195652,71.125,34.583333,25.316667,0.039958,0.034294,15.0,38.80949,-104.68873,1884.2,24.16,0.12,0.9,0.0,39.0,340.0,350.0,51.0,67.1,2016-03-23
0.038917,0.037588,5.058333,198.5,0.408333,0.415,197.208333,4.441667,5.93913,6.485714,14.786957,51.666667,37.75,32.775,0.035333,0.038882,189.0,38.80949,-104.68873,1884.2,6.49,0.0,0.0,0.0,33.0,170.0,170.0,18.1,21.9,2016-03-24
0.044609,0.050647,3.605,236.708333,0.341667,0.35087,231.55,2.72,2.904762,2.283333,8.585714,66.291667,36.416667,42.054167,0.043522,0.046706,518.0,38.80949,-104.68873,1884.2,9.62,0.35,5.0,0.0,39.0,60.0,70.0,25.1,33.1,2016-03-25
0.032652,0.028176,3.878571,235.0,0.266667,0.311667,236.214286,3.457143,0.147826,0.114286,0.378261,86.416667,26.958333,26.675,0.033625,0.032412,353.0,38.80949,-104.68873,1884.2,9.17,0.09,2.2,5.1,29.0,360.0,360.0,25.1,30.0,2016-03-26
0.039042,0.036882,2.816667,246.416667,0.458333,0.439167,243.75,2.420833,4.821739,5.214286,15.386957,60.833333,31.916667,31.195833,0.043174,0.043176,985.0,38.80949,-104.68873,1884.2,6.93,0.0,0.0,3.1,28.0,160.0,160.0,18.1,21.0,2016-03-27
0.038667,0.040765,4.804167,241.625,0.479167,0.481667,238.25,3.85,3.078261,3.314286,6.473913,41.958333,47.625,43.333333,0.046125,0.044706,,38.80949,-104.68873,1884.2,9.84,0.0,0.0,0.0,45.0,180.0,180.0,25.1,32.0,2016-03-28
0.042042,0.051294,6.295833,203.0,0.3875,0.344583,215.416667,4.9625,3.778261,3.928571,8.386957,34.833333,53.0,37.070833,0.043625,0.050294,,38.80949,-104.68873,1884.2,13.87,0.0,0.0,0.0,54.0,240.0,240.0,31.1,36.9,2016-03-29
0.051625,0.041765,4.779167,223.708333,0.2875,0.279583,224.666667,3.775,1.356522,1.414286,4.417391,47.416667,37.916667,35.65,0.04675,0.040471,552.0,38.80949,-104.68873,1884.2,10.74,0.0,0.1,0.0,42.0,350.0,350.0,33.1,40.0,2016-03-30
0.034,0.035412,3.741667,288.791667,0.3375,0.349583,273.875,3.291667,0.426087,0.428571,0.852174,71.458333,30.666667,28.8,0.038833,0.041765,395.0,38.80949,-104.68873,1884.2,9.84,0.0,0.0,0.0,32.0,30.0,30.0,28.0,33.1,2016-03-31
